order_id,item_id,quantity
O02572,M0267,2
O01761,M0111,3
O01074,M0279,4
O03286,M0001,1
O01831,M0264,3
O02586,M0384,1
O00213,M0086,3
O03948,M0099,1
O00868,M0016,1
O01511,M0151,3
O03815,M0049,1
O03071,M0287,1
O03153,M0383,1
O04897,M0152,1
O01554,M0206,3
O00297,M0183,3
O00990,M0295,1
O04859,M0114,4
O04361,M0225,1
O04110,M0222,4
O00630,M0248,1
O04394,M0006,3
O05000,M0076,2
O01335,M0385,3
O00142,M0252,1
O04917,M0217,1
O01260,M0303,2
O01701,M0072,1
O01596,M0144,3
O01337,M0070,1
O04609,M0396,3
O00339,M0341,1
O01747,M0245,1
O03860,M0254,3
O04278,M0285,3
O03157,M0080,4
O02089,M0277,1
O03184,M0205,1
O00560,M0354,2
O03396,M0380,2
O00269,M0333,2
O00488,M0199,3
O00602,M0220,3
O04018,M0345,1
O01377,M0057,1
O04542,M0221,1
O00520,M0278,1
O00995,M0342,2
O01885,M0348,2
O01603,M0031,2
O02659,M0183,4
O04758,M0369,2
O00488,M0220,2
O01812,M0059,3
O02793,M0308,4
O04547,M0337,1
O00166,M0299,4
O00883,M0293,4
O04486,M0025,3
O02944,M0016,3
O01338,M0046,1
O01155,M0387,1
O01779,M0217,1
O04251,M0063,4
O02246,M0398,1
O04562,M0394,1
O02074,M0131,4
O00349,M0278,1
O04093,M0053,3
O00313,M0397,2
O02238,M0218,3
O02160,M0144,3
O00245,M0207,1
O04839,M0349,3
O04109,M0018,4
O01079,M0355,4
O02149,M0175,4
O03541,M0305,2
O04476,M0179,1
O03991,M0133,2
O04984,M0141,1
O02499,M0074,1
O02379,M0318,3
O03722,M0334,4
O03532,M0092,3
O01561,M0346,3
O03721,M0208,4
O04955,M0044,3
O01600,M0023,1
O03201,M0147,4
O01139,M0269,4
O01012,M0241,3
O03075,M0266,3
O04772,M0008,2
O03174,M0067,4
O03180,M0044,1
O03197,M0199,2
O04425,M0205,4
O00065,M0394,2
O02527,M0306,2
O02213,M0205,4
O03958,M0334,1
O01024,M0203,3
O03101,M0081,4
O04023,M0351,3
O00368,M0081,1
O02982,M0255,2
O01690,M0045,2
O02641,M0076,3
O01469,M0104,3
O01241,M0175,4
O00278,M0001,3
O04281,M0318,3
O04917,M0200,1
O03708,M0093,1
O02966,M0029,3
O01231,M0005,3
O01866,M0170,2
O00719,M0097,1
O04220,M0140,3
O03390,M0009,3
O01884,M0148,2
O01985,M0077,2
O01013,M0004,1
O01204,M0297,3
O02115,M0382,2
O00893,M0142,1
O02303,M0016,4
O04195,M0114,3
O01613,M0349,4
O03947,M0303,2
O02489,M0024,2
O00792,M0059,4
O04350,M0076,2
O00760,M0112,4
O04636,M0349,1
O04115,M0056,1
O00350,M0349,4
O01234,M0160,2
O03346,M0177,4
O04255,M0396,4
O01779,M0348,3
O02963,M0259,4
O03700,M0145,3
O01045,M0214,2
O02462,M0258,2
O01601,M0384,4
O01222,M0162,3
O02421,M0383,2
O01051,M0328,3
O01660,M0168,1
O00554,M0239,2
O04535,M0013,3
O00378,M0128,3
O02756,M0188,2
O04539,M0377,2
O04185,M0242,2
O00059,M0135,4
O03250,M0243,4
O03111,M0194,1
O04361,M0066,4
O02452,M0165,4
O00648,M0371,2
O00456,M0321,4
O02568,M0107,1
O01763,M0367,4
O04551,M0185,2
O00842,M0191,2
O03246,M0066,1
O00283,M0247,3
O00674,M0132,3
O01802,M0002,1
O00125,M0199,1
O02273,M0147,3
O01167,M0303,4
O02506,M0181,4
O02555,M0139,2
O01750,M0036,4
O00793,M0063,3
O01858,M0117,2
O02267,M0298,4
O01349,M0319,4
O03829,M0015,1
O00207,M0385,1
O01688,M0325,3
O01854,M0151,3
O04914,M0308,4
O02985,M0379,3
O04519,M0368,4
O00564,M0376,1
O03901,M0263,4
O00440,M0364,2
O00948,M0188,2
O04089,M0311,3
O01781,M0234,4
O01799,M0264,2
O04023,M0148,1
O01726,M0110,1
O01313,M0086,2
O01877,M0309,3
O02164,M0286,1
O03597,M0008,3
O03691,M0106,1
O02558,M0375,2
O03247,M0285,4
O02537,M0236,4
O04067,M0131,1
O03761,M0010,2
O03299,M0198,4
O02894,M0206,1
O00031,M0345,4
O03094,M0368,2
O01328,M0282,2
O00985,M0093,2
O00991,M0298,2
O04125,M0213,2
O03939,M0285,3
O03608,M0069,4
O02142,M0363,2
O04905,M0106,2
O00091,M0154,3
O04803,M0221,2
O00301,M0206,4
O03253,M0017,3
O04449,M0181,2
O00775,M0094,2
O02068,M0335,3
O01685,M0175,3
O04738,M0288,1
O00922,M0267,3
O03548,M0180,1
O01262,M0134,2
O00970,M0015,4
O01926,M0240,1
O03882,M0388,1
O02515,M0287,2
O03083,M0130,1
O00682,M0353,4
O02770,M0297,3
O02961,M0378,3
O04692,M0133,2
O00601,M0319,2
O04094,M0294,2
O00856,M0107,4
O01585,M0353,4
O02757,M0296,4
O01453,M0251,4
O03779,M0219,4
O03902,M0250,3
O04653,M0108,3
O04580,M0218,1
O01710,M0398,3
O00732,M0249,3
O04880,M0038,3
O01803,M0397,1
O04487,M0335,3
O01468,M0222,4
O01068,M0099,2
O04980,M0311,1
O04015,M0208,1
O02977,M0015,1
O00770,M0039,1
O01835,M0313,1
O02739,M0158,1
O02522,M0145,2
O01629,M0212,3
O04092,M0317,2
O00612,M0134,1
O00713,M0002,4
O00797,M0197,3
O03771,M0361,1
O02555,M0322,1
O02807,M0247,2
O04345,M0339,1
O03125,M0233,4
O03783,M0342,2
O03172,M0232,2
O00300,M0300,4
O00969,M0024,2
O01587,M0235,2
O03542,M0157,2
O01421,M0030,3
O04170,M0199,4
O01297,M0137,3
O03842,M0054,3
O02965,M0350,4
O01602,M0081,4
O03825,M0004,1
O00948,M0349,3
O02526,M0348,1
O03822,M0347,4
O01685,M0321,2
O03390,M0003,4
O04162,M0175,4
O04165,M0283,4
O00515,M0018,3
O04956,M0243,2
O02841,M0257,4
O03923,M0303,3
O01742,M0357,2
O03365,M0141,3
O04065,M0027,2
O03135,M0103,2
O04015,M0203,4
O03476,M0392,3
O04871,M0202,3
O02743,M0266,4
O03173,M0198,3
O04779,M0325,3
O03626,M0382,1
O02858,M0182,2
O02254,M0227,3
O02620,M0332,1
O01063,M0130,1
O02987,M0124,4
O04057,M0087,1
O04581,M0372,3
O04295,M0313,4
O02580,M0117,3
O02727,M0014,2
O03613,M0179,3
O04539,M0017,4
O04301,M0004,3
O01881,M0273,2
O01628,M0374,3
O03301,M0298,2
O01529,M0370,1
O02029,M0209,4
O02482,M0380,1
O02267,M0400,1
O03889,M0114,4
O01713,M0029,3
O00716,M0181,1
O03165,M0112,2
O02110,M0016,3
O00847,M0024,2
O03340,M0185,2
O04367,M0232,4
O01688,M0104,3
O03233,M0240,3
O03499,M0137,4
O03538,M0382,1
O02029,M0112,2
O03979,M0101,4
O02167,M0058,3
O04872,M0076,1
O04716,M0146,1
O00438,M0046,1
O01467,M0322,4
O03574,M0023,4
O04369,M0057,3
O00942,M0201,3
O04242,M0135,4
O03898,M0290,4
O01657,M0266,2
O01934,M0012,4
O00715,M0135,3
O01761,M0165,4
O03041,M0139,4
O04327,M0303,2
O02797,M0012,3
O01503,M0210,1
O01522,M0390,4
O00238,M0372,4
O04325,M0241,3
O03545,M0388,4
O00496,M0247,1
O04439,M0349,1
O01311,M0308,2
O01960,M0369,4
O00778,M0112,1
O01044,M0097,4
O03783,M0130,3
O04901,M0331,3
O00840,M0359,2
O02036,M0256,4
O04101,M0229,1
O02740,M0356,1
O04009,M0297,1
O00368,M0322,4
O02977,M0061,1
O03501,M0137,1
O04063,M0019,4
O04324,M0105,3
O03616,M0272,3
O04197,M0101,1
O01868,M0131,3
O03789,M0110,4
O02692,M0338,3
O00060,M0150,3
O01060,M0246,2
O04212,M0030,1
O01550,M0061,4
O04540,M0260,2
O03195,M0132,2
O00678,M0220,4
O04254,M0167,3
O02139,M0137,1
O04513,M0288,3
O04814,M0111,1
O01638,M0096,1
O03778,M0321,3
O03570,M0003,3
O01266,M0217,1
O01018,M0381,3
O01303,M0106,1
O01068,M0311,4
O03122,M0101,2
O00175,M0308,2
O02015,M0184,4
O02889,M0136,1
O02006,M0016,4
O04893,M0330,1
O02894,M0141,1
O01475,M0350,4
O01708,M0084,1
O00963,M0075,3
O01762,M0048,3
O00036,M0012,3
O01049,M0103,1
O04356,M0072,1
O03150,M0265,2
O00455,M0155,1
O00267,M0291,2
O00459,M0178,3
O04348,M0148,4
O01782,M0265,3
O03633,M0388,4
O04916,M0229,2
O04808,M0270,2
O02220,M0367,3
O02683,M0122,1
O03070,M0044,2
O03982,M0075,2
O04221,M0071,4
O02249,M0068,3
O00807,M0259,3
O01513,M0186,3
O03826,M0352,4
O04325,M0270,1
O02757,M0174,1
O01997,M0028,1
O04712,M0217,3
O02485,M0135,4
O03176,M0053,3
O00123,M0363,3
O04199,M0284,3
O04794,M0379,1
O02666,M0378,1
O04182,M0293,2
O02092,M0148,4
O02380,M0022,2
O02724,M0014,4
O03384,M0305,3
O02840,M0181,2
O03017,M0171,1
O00508,M0260,2
O01250,M0229,4
O02702,M0154,4
O03703,M0322,4
O04040,M0140,3
O04706,M0093,3
O02326,M0363,1
O01034,M0112,4
O01216,M0148,2
O03953,M0306,4
O00316,M0009,4
O00509,M0364,3
O02712,M0187,3
O04485,M0159,4
O03784,M0136,1
O03575,M0219,2
O01618,M0348,3
O03456,M0338,4
O00962,M0079,3
O02983,M0301,2
O02815,M0016,2
O03690,M0221,4
O02159,M0320,1
O03077,M0155,1
O01269,M0398,2
O04021,M0076,4
O03255,M0185,2
O00515,M0145,3
O00928,M0356,2
O02264,M0053,4
O00405,M0029,3
O02318,M0187,3
O04553,M0124,3
O02894,M0183,3
O02979,M0223,2
O01008,M0218,2
O01668,M0191,4
O03397,M0213,1
O04592,M0314,3
O00064,M0155,1
O00246,M0258,4
O00417,M0151,2
O00651,M0243,1
O03036,M0169,4
O04581,M0165,2
O00766,M0321,4
O04777,M0119,2
O03203,M0285,4
O00379,M0399,2
O00562,M0343,4
O00296,M0269,3
O00201,M0046,1
O03020,M0191,2
O04893,M0041,1
O00885,M0190,2
O01419,M0023,2
O03326,M0146,1
O00271,M0313,2
O01945,M0363,2
O04675,M0222,2
O04095,M0301,1
O01516,M0002,2
O04452,M0287,4
O04250,M0087,1
O04585,M0273,2
O04328,M0153,3
O03685,M0267,1
O03377,M0396,4
O03542,M0207,2
O02237,M0070,1
O04454,M0120,3
O04199,M0359,1
O01521,M0151,2
O03316,M0223,3
O03939,M0143,2
O03384,M0158,3
O00246,M0132,4
O04578,M0100,2
O04055,M0307,4
O03330,M0123,4
O04866,M0334,3
O04246,M0048,4
O03635,M0155,3
O04993,M0291,2
O02549,M0199,4
O00724,M0157,3
O03146,M0313,2
O04662,M0316,3
O02043,M0048,3
O02706,M0224,4
O02548,M0335,2
O01606,M0315,3
O00084,M0079,4
O04779,M0389,1
O04551,M0290,4
O02198,M0393,4
O03199,M0215,1
O00998,M0339,2
O01140,M0296,2
O01991,M0341,2
O02182,M0197,4
O01126,M0096,1
O01856,M0240,2
O01888,M0249,3
O00437,M0199,1
O01670,M0264,4
O04030,M0155,3
O04062,M0257,2
O00422,M0136,3
O02686,M0300,4
O02667,M0346,4
O03272,M0334,3
O03772,M0258,4
O04601,M0347,1
O00444,M0181,3
O00550,M0377,2
O03241,M0327,4
O03477,M0134,3
O04929,M0136,2
O03394,M0115,2
O03825,M0019,3
O03368,M0055,3
O03559,M0182,2
O02059,M0130,2
O00347,M0032,3
O01237,M0045,4
O03630,M0129,4
O00818,M0189,2
O00416,M0128,3
O00679,M0324,1
O04683,M0271,3
O00178,M0175,4
O03065,M0322,1
O01929,M0115,3
O04484,M0164,1
O04452,M0045,3
O01537,M0096,2
O04610,M0257,4
O03468,M0211,2
O01526,M0251,1
O02287,M0066,2
O01675,M0281,1
O00013,M0206,1
O04141,M0316,1
O04023,M0023,1
O02979,M0078,2
O04941,M0042,3
O02864,M0236,3
O04755,M0393,4
O02965,M0317,1
O02735,M0068,4
O00156,M0361,2
O02879,M0316,4
O00784,M0058,3
O01766,M0163,2
O00367,M0160,1
O03965,M0246,3
O01012,M0114,1
O03508,M0040,1
O04878,M0385,2
O01147,M0056,4
O04504,M0301,4
O02356,M0174,2
O03768,M0057,3
O03662,M0123,2
O00359,M0146,2
O00678,M0313,2
O03633,M0145,2
O00713,M0092,4
O03482,M0211,3
O03262,M0023,2
O01816,M0104,4
O00709,M0212,3
O02784,M0262,1
O03429,M0391,2
O02053,M0233,3
O02718,M0174,2
O03449,M0234,2
O00444,M0346,2
O03320,M0323,4
O00471,M0074,4
O02573,M0058,1
O00064,M0183,4
O04505,M0250,1
O03492,M0297,1
O02615,M0237,1
O00582,M0092,1
O04281,M0047,4
O03717,M0353,2
O01477,M0124,3
O01538,M0295,2
O01896,M0009,3
O02234,M0272,3
O04774,M0359,3
O00671,M0215,3
O03876,M0029,4
O04766,M0152,2
O01191,M0056,2
O00263,M0076,3
O01448,M0203,3
O03378,M0384,3
O02711,M0379,1
O04699,M0013,2
O00283,M0156,1
O00531,M0166,3
O04460,M0259,1
O02590,M0051,1
O04971,M0114,2
O02331,M0201,3
O02031,M0115,4
O01664,M0392,2
O00054,M0162,4
O03018,M0359,3
O01586,M0239,1
O00024,M0296,3
O00980,M0208,3
O01912,M0231,4
O00271,M0328,2
O00786,M0237,1
O02209,M0226,1
O00912,M0095,3
O01390,M0283,2
O01739,M0322,4
O00759,M0230,3
O03119,M0271,1
O03720,M0194,4
O03072,M0019,3
O04951,M0049,4
O01940,M0353,2
O00251,M0391,1
O00469,M0352,3
O02975,M0302,1
O03101,M0311,2
O02027,M0368,1
O03999,M0302,2
O03079,M0148,4
O00229,M0266,3
O02458,M0023,4
O02871,M0361,3
O02908,M0077,3
O04678,M0104,3
O03827,M0011,4
O03131,M0189,1
O04724,M0134,4
O01474,M0007,4
O04408,M0332,3
O03485,M0076,2
O03688,M0057,2
O03365,M0014,2
O03138,M0379,1
O00994,M0288,4
O04199,M0011,1
O00217,M0311,2
O03572,M0002,1
O04830,M0143,1
O04553,M0035,4
O00402,M0026,2
O01114,M0256,4
O01377,M0271,1
O02824,M0343,4
O03809,M0252,4
O00408,M0044,3
O04823,M0238,2
O03160,M0260,2
O00824,M0054,3
O03497,M0332,4
O02507,M0223,1
O04022,M0231,2
O02605,M0305,3
O03198,M0357,1
O04857,M0086,2
O00303,M0182,1
O01677,M0189,4
O01968,M0374,4
O02313,M0375,2
O02882,M0023,1
O04064,M0183,1
O03477,M0240,3
O04301,M0214,4
O01550,M0186,1
O04514,M0067,1
O04015,M0373,4
O02148,M0261,4
O02312,M0256,4
O04975,M0123,3
O02729,M0336,3
O01771,M0275,2
O03055,M0198,4
O01018,M0091,3
O01185,M0396,1
O00658,M0314,2
O00505,M0357,4
O02083,M0219,1
O01219,M0196,4
O00917,M0296,1
O04658,M0216,2
O01728,M0190,2
O00308,M0109,1
O02010,M0392,4
O04562,M0111,1
O02630,M0329,4
O04345,M0068,4
O03064,M0119,2
O02699,M0170,2
O03470,M0354,2
O00437,M0070,3
O04497,M0252,3
O03933,M0259,1
O00932,M0096,2
O03304,M0303,2
O02379,M0382,3
O01002,M0232,2
O04675,M0085,2
O01126,M0297,2
O00678,M0226,4
O04184,M0221,3
O00067,M0126,3
O03600,M0192,1
O02591,M0167,4
O04055,M0372,4
O04609,M0041,4
O02463,M0105,1
O01029,M0343,3
O01735,M0155,3
O01691,M0180,2
O04120,M0357,1
O00563,M0354,3
O04055,M0181,1
O04814,M0073,4
O01294,M0026,3
O04224,M0018,2
O03118,M0303,3
O03693,M0330,3
O03422,M0096,3
O01615,M0103,1
O03334,M0275,4
O03774,M0003,3
O02659,M0009,4
O04691,M0389,3
O01867,M0397,3
O02180,M0055,1
O00553,M0009,3
O01196,M0250,4
O02134,M0319,2
O02858,M0143,2
O00940,M0001,1
O04298,M0037,4
O00931,M0110,2
O04803,M0126,3
O03673,M0165,2
O04331,M0158,1
O00826,M0046,3
O04092,M0020,2
O02455,M0235,3
O03241,M0028,1
O03376,M0147,2
O03149,M0096,3
O02739,M0166,3
O03410,M0084,1
O01458,M0064,2
O02800,M0364,3
O03190,M0319,2
O01181,M0340,2
O04667,M0146,1
O04016,M0043,4
O02017,M0342,3
O01877,M0142,4
O03138,M0032,3
O02124,M0242,1
O00415,M0214,1
O02047,M0293,1
O00422,M0227,3
O00888,M0201,2
O02764,M0069,1
O02128,M0324,1
O01453,M0001,2
O01356,M0150,1
O03995,M0174,4
O00552,M0197,1
O04976,M0173,4
O02074,M0341,1
O04332,M0375,3
O02211,M0063,2
O01789,M0346,2
O03562,M0201,3
O00102,M0072,3
O04893,M0035,3
O03532,M0357,3
O04522,M0060,4
O00811,M0342,3
O03879,M0281,2
O04636,M0031,3
O01456,M0378,3
O04855,M0092,2
O00702,M0300,1
O00841,M0334,3
O01311,M0293,3
O04127,M0058,3
O00903,M0146,1
O00689,M0111,3
O03251,M0296,2
O04756,M0062,3
O01380,M0212,3
O01261,M0003,1
O01330,M0364,1
O00886,M0231,3
O00352,M0078,1
O04146,M0332,3
O02517,M0224,4
O03304,M0187,3
O04455,M0038,2
O03796,M0096,1
O02026,M0339,4
O03745,M0343,3
O04970,M0053,4
O02558,M0140,1
O02568,M0098,2
O00932,M0287,1
O00780,M0051,2
O00505,M0265,3
O01126,M0112,1
O02944,M0207,2
O01932,M0149,2
O04450,M0129,1
O01028,M0076,3
O03233,M0090,4
O03905,M0042,2
O01296,M0006,2
O02566,M0127,3
O01302,M0124,4
O03613,M0021,4
O03884,M0198,1
O02548,M0396,2
O01622,M0334,4
O03495,M0363,4
O03849,M0155,1
O04417,M0359,4
O03988,M0069,1
O00326,M0230,3
O01463,M0150,1
O00168,M0124,2
O00294,M0190,1
O00153,M0353,4
O01185,M0146,4
O01127,M0177,3
O01498,M0222,3
O02371,M0034,4
O04357,M0304,2
O04863,M0092,4
O03559,M0386,2
O04759,M0283,3
O01518,M0113,1
O04517,M0087,2
O03124,M0332,2
O01364,M0398,4
O04500,M0334,4
O04227,M0011,4
O00326,M0141,2
O01903,M0181,4
O01893,M0041,3
O04742,M0121,1
O00661,M0372,4
O04740,M0304,2
O00663,M0334,2
O02612,M0128,3
O03831,M0369,1
O02836,M0004,4
O00028,M0254,4
O03072,M0004,3
O04640,M0145,4
O01621,M0178,4
O03096,M0259,4
O03397,M0065,1
O01948,M0280,1
O02666,M0297,3
O00598,M0313,3
O04526,M0144,3
O02277,M0384,2
O01335,M0190,3
O02758,M0052,2
O01548,M0363,1
O02683,M0314,1
O02876,M0151,1
O04767,M0212,2
O02904,M0057,1
O00213,M0306,4
O04079,M0159,3
O00879,M0345,2
O03514,M0118,4
O02913,M0376,1
O02746,M0376,1
O02063,M0034,4
O01945,M0255,2
O01153,M0122,3
O01101,M0215,4
O04116,M0239,1
O01628,M0348,2
O01774,M0325,1
O01147,M0265,1
O03616,M0033,2
O02895,M0158,4
O02623,M0072,1
O00579,M0083,4
O02599,M0298,4
O02001,M0388,4
O01782,M0037,1
O02506,M0311,2
O01955,M0054,1
O04384,M0258,4
O01327,M0124,1
O03539,M0375,3
O04764,M0133,1
O00220,M0121,1
O04174,M0010,2
O03421,M0153,3
O00760,M0347,1
O00365,M0067,1
O04103,M0079,3
O00621,M0362,3
O00195,M0279,1
O03668,M0024,2
O04242,M0135,4
O00514,M0218,4
O04366,M0229,2
O01506,M0389,1
O02307,M0291,4
O00089,M0108,2
O00169,M0144,2
O02551,M0341,4
O02096,M0110,2
O02514,M0157,2
O00856,M0023,4
O02960,M0034,1
O00171,M0151,4
O00016,M0034,1
O02395,M0057,2
O01000,M0121,3
O03002,M0171,4
O04680,M0156,2
O00388,M0370,4
O01203,M0351,2
O01901,M0306,3
O03468,M0387,4
O01069,M0337,1
O04007,M0194,1
O04283,M0392,4
O04537,M0233,4
O03470,M0244,4
O03040,M0033,2
O04097,M0246,4
O00627,M0066,2
O04969,M0275,1
O04367,M0294,2
O03740,M0330,2
O00342,M0143,4
O01842,M0020,3
O02960,M0060,3
O02614,M0175,4
O04177,M0044,4
O01830,M0144,1
O04412,M0285,1
O04085,M0297,4
O02554,M0373,1
O02032,M0321,1
O02850,M0249,3
O04178,M0170,2
O04660,M0055,3
O01954,M0339,4
O01149,M0017,3
O02285,M0157,2
O01930,M0299,2
O03671,M0042,3
O02062,M0016,4
O01867,M0265,3
O03445,M0234,1
O01150,M0028,4
O00612,M0394,3
O01616,M0235,3
O01523,M0029,3
O02942,M0350,3
O02758,M0387,2
O02619,M0137,3
O00296,M0231,4
O03736,M0240,2
O01110,M0055,1
O00318,M0234,2
O00075,M0142,1
O02543,M0254,1
O01023,M0089,3
O03298,M0055,4
O03007,M0343,4
O04403,M0355,1
O02290,M0049,1
O02545,M0283,4
O03350,M0248,1
O04275,M0215,3
O02240,M0077,4
O01033,M0395,3
O02463,M0255,1
O02120,M0289,4
O03851,M0043,1
O00129,M0061,4
O03820,M0399,1
O01892,M0125,2
O02674,M0238,1
O02337,M0338,3
O01837,M0387,1
O03798,M0126,2
O02523,M0193,4
O04343,M0290,4
O02101,M0308,1
O01752,M0328,1
O02137,M0117,1
O03802,M0227,2
O02140,M0207,2
O02324,M0240,1
O02315,M0271,1
O00863,M0349,2
O00485,M0048,4
O02363,M0126,2
O02028,M0043,3
O02927,M0353,4
O03045,M0050,1
O01361,M0238,3
O04872,M0042,4
O00466,M0012,2
O02222,M0124,4
O02219,M0102,2
O02901,M0196,4
O02425,M0015,3
O01721,M0195,2
O02583,M0047,2
O01684,M0064,1
O02758,M0133,1
O00545,M0059,1
O01127,M0015,4
O00095,M0251,1
O02031,M0378,4
O04777,M0105,1
O00271,M0185,2
O01447,M0039,3
O02170,M0084,4
O03586,M0335,2
O02995,M0103,3
O01115,M0162,4
O00983,M0064,4
O00891,M0351,3
O04677,M0367,3
O02213,M0377,2
O03385,M0360,1
O04375,M0141,3
O02578,M0108,4
O02595,M0275,2
O03289,M0272,2
O03021,M0031,1
O02210,M0314,3
O00258,M0094,2
O01095,M0100,3
O04548,M0190,2
O02850,M0262,1
O01690,M0343,3
O01405,M0261,1
O02754,M0015,4
O02590,M0024,4
O04166,M0046,4
O01736,M0185,3
O02415,M0068,3
O01482,M0144,4
O04034,M0251,4
O02074,M0147,3
O04633,M0200,3
O04812,M0126,1
O02508,M0219,3
O00434,M0025,4
O00072,M0198,2
O03197,M0153,4
O01032,M0380,4
O02984,M0187,2
O04071,M0237,2
O04608,M0181,3
O03112,M0011,1
O01145,M0063,1
O02083,M0013,4
O01288,M0185,3
O02902,M0375,2
O04941,M0223,1
O00759,M0387,4
O00496,M0294,2
O01158,M0324,3
O03840,M0016,4
O04618,M0074,4
O01115,M0185,1
O03907,M0152,2
O01019,M0352,4
O00466,M0112,2
O03046,M0031,2
O04789,M0153,2
O04895,M0261,3
O02191,M0080,4
O04562,M0294,3
O01273,M0352,2
O03502,M0047,4
O04846,M0136,4
O02151,M0173,3
O04953,M0358,3
O02901,M0234,1
O01420,M0230,2
O00895,M0253,3
O01178,M0225,1
O04335,M0118,2
O01189,M0350,3
O00194,M0083,2
O04913,M0107,4
O01060,M0244,4
O00839,M0237,4
O02217,M0364,1
O02268,M0021,3
O03191,M0173,3
O00814,M0042,2
O04526,M0194,2
O04135,M0041,1
O00131,M0180,1
O01113,M0363,2
O04358,M0368,2
O00311,M0245,3
O02774,M0301,3
O01391,M0270,2
O03624,M0400,4
O04018,M0247,3
O01496,M0106,2
O02608,M0358,3
O01778,M0386,2
O03743,M0100,2
O03609,M0267,2
O04981,M0215,2
O00654,M0177,1
O00337,M0007,2
O03108,M0001,4
O03613,M0388,2
O00555,M0132,2
O02060,M0357,4
O04664,M0342,4
O02813,M0111,4
O00560,M0185,3
O03903,M0128,1
O00216,M0183,2
O00036,M0287,2
O00537,M0285,4
O01819,M0016,3
O00424,M0244,2
O01909,M0240,4
O01866,M0054,2
O03903,M0099,3
O00702,M0380,3
O04237,M0175,1
O01310,M0351,4
O03057,M0311,1
O04305,M0077,4
O04458,M0367,1
O00003,M0312,1
O03868,M0078,2
O00226,M0288,4
O00700,M0081,1
O04280,M0300,3
O02845,M0093,2
O04885,M0330,3
O04672,M0212,1
O01077,M0121,2
O00618,M0168,4
O02874,M0059,4
O02956,M0229,1
O01620,M0086,2
O00113,M0283,1
O03555,M0002,3
O00550,M0239,3
O00097,M0087,3
O00998,M0114,1
O00386,M0228,4
O04044,M0333,3
O04225,M0359,4
O02659,M0175,3
O00041,M0301,3
O04711,M0386,1
O02488,M0172,1
O02431,M0317,4
O01442,M0128,4
O03378,M0319,3
O03223,M0066,4
O01459,M0257,4
O02779,M0054,1
O02360,M0393,2
O00323,M0158,2
O04534,M0139,3
O00377,M0350,3
O03288,M0075,1
O03990,M0198,3
O01585,M0152,2
O04703,M0147,1
O03488,M0367,4
O03680,M0132,1
O03618,M0285,4
O04618,M0262,3
O04366,M0162,4
O02218,M0318,1
O00705,M0028,4
O03578,M0235,2
O03513,M0149,1
O04129,M0230,2
O04744,M0231,3
O01775,M0233,4
O00430,M0038,2
O02284,M0295,2
O00898,M0221,3
O02920,M0347,2
O02120,M0127,4
O04478,M0008,3
O03608,M0002,3
O00322,M0248,2
O03187,M0177,1
O04170,M0229,3
O03227,M0297,2
O03540,M0357,2
O00412,M0397,2
O01303,M0241,2
O02805,M0398,4
O00966,M0073,3
O03190,M0248,2
O00593,M0080,2
O00040,M0014,3
O03751,M0338,3
O04809,M0059,3
O01918,M0073,3
O01488,M0175,4
O03119,M0011,1
O04755,M0277,1
O02734,M0252,2
O03337,M0335,1
O01684,M0016,2
O02201,M0038,2
O03324,M0174,2
O01025,M0302,3
O03553,M0375,3
O04933,M0228,4
O00227,M0378,4
O00357,M0219,1
O00204,M0256,3
O03092,M0051,3
O01963,M0127,4
O00258,M0027,3
O04844,M0041,4
O02531,M0146,2
O03175,M0287,4
O00676,M0339,4
O01953,M0258,4
O03578,M0096,1
O02931,M0245,4
O02467,M0004,3
O02089,M0192,4
O03516,M0063,2
O02380,M0390,4
O02520,M0035,3
O01396,M0251,3
O01916,M0322,1
O02054,M0056,4
O01419,M0215,2
O02116,M0352,2
O00674,M0325,2
O01118,M0105,2
O04721,M0300,2
O01005,M0161,1
O00118,M0237,1
O01734,M0071,1
O02372,M0368,3
O04190,M0133,3
O03440,M0233,4
O00583,M0187,3
O00905,M0376,4
O03112,M0200,1
O02431,M0162,4
O04490,M0302,2
O04725,M0044,1
O03293,M0352,3
O03036,M0226,4
O04027,M0342,4
O03273,M0191,4
O03548,M0198,4
O02062,M0247,4
O00384,M0288,3
O01030,M0005,3
O01145,M0301,4
O02547,M0169,3
O01516,M0037,4
O02980,M0032,3
O04696,M0320,4
O04336,M0069,4
O01177,M0240,3
O02451,M0380,3
O01162,M0086,1
O03532,M0040,3
O00333,M0213,2
O04874,M0275,4
O01902,M0331,4
O02258,M0018,1
O03113,M0246,2
O02501,M0213,4
O01657,M0300,1
O02014,M0084,1
O02105,M0127,1
O01590,M0046,2
O04643,M0123,2
O00163,M0041,1
O00918,M0261,3
O00176,M0206,3
O02062,M0257,3
O02811,M0268,4
O02620,M0191,2
O02372,M0183,2
O04666,M0202,1
O02815,M0039,3
O01580,M0211,4
O02073,M0178,4
O04287,M0109,3
O00597,M0232,2
O04110,M0234,1
O01979,M0169,3
O03256,M0218,4
O02028,M0337,2
O04446,M0365,3
O04401,M0224,3
O00560,M0238,2
O02679,M0350,4
O00377,M0355,1
O04916,M0315,1
O03541,M0067,3
O03479,M0309,3
O03855,M0216,2
O04849,M0101,4
O04397,M0146,2
O03536,M0269,3
O00958,M0249,4
O01567,M0223,4
O04626,M0373,1
